Word,Wdnum,ValMn,ValSD,AroMn,AroSD,DomMn,DomSD,Length
juice,1753,6.79,(1.88),5.69,(1.54),5.66,(1.23),5
jumble,1754,4.41,(1.89),5.30,(2.35),4.30,(1.98),6
jump,2865,6.16,(1.42),5.39,(2.17),5.69,(1.81),4
jungle,1755,5.77,(2.05),5.85,(1.49),4.81,(1.55),6
junk,2866,3.85,(1.72),4.15,(2.04),4.89,(1.89),4
jury,2867,4.78,(1.34),4.49,(1.76),5.04,(2.05),4
justice,242,7.78,(1.35),5.47,(2.54),6.47,(2.26),7
keg,1756,6.21,(2.23),5.37,(2.10),5.33,(1.92),3
kerchief,830,5.11,(1.33),3.43,(2.08),5.25,(1.28),8
kerosene,243,4.80,(1.59),4.34,(2.51),4.63,(1.99),8
ketchup,831,5.60,(1.35),4.09,(2.08),5.29,(1.81),7
kettle,832,5.22,(0.91),3.22,(2.23),5.00,(1.40),6
key,833,5.68,(1.62),3.70,(2.18),4.98,(2.04),3
keyboard,2868,5.29,(1.20),3.63,(2.01),5.58,(1.54),8
kick,834,4.31,(2.18),4.90,(2.35),5.50,(1.93),4
kid,1757,6.42,(1.61),5.35,(2.06),6.03,(2.14),3
kidnap,1758,2.62,(1.83),6.31,(2.43),3.08,(2.59),6
kidney,1759,4.86,(1.92),4.48,(2.29),4.22,(1.97),6
kids,835,6.91,(1.99),5.27,(2.36),5.07,(2.03),4
kill,2869,2.11,(1.54),5.65,(3.05),4.92,(2.81),4
killer,244,1.89,(1.39),7.86,(1.89),4.54,(3.11),6
kind,245,7.59,(1.67),4.46,(2.55),5.95,(1.93),4
kindness,246,7.82,(1.39),4.30,(2.62),5.67,(2.63),8
king,247,7.26,(1.67),5.51,(2.77),7.38,(2.10),4
kiss,248,8.26,(1.54),7.32,(2.03),6.93,(2.28),4
kissing,2870,7.71,(1.53),7.11,(2.21),5.71,(2.49),7
kitchen,2871,6.33,(1.71),4.67,(2.30),5.84,(1.88),7
kitten,517,6.86,(2.13),5.08,(2.45),6.86,(2.01),6
knee,1760,5.03,(1.10),4.40,(1.67),5.20,(1.37),4
kneel,2872,4.78,(1.31),4.00,(1.76),5.04,(1.78),5
knife,596,3.62,(2.18),5.80,(2.00),4.12,(2.18),5
knitting,1761,4.94,(2.44),2.88,(2.27),5.41,(2.00),8
knob,1762,5.14,(1.19),4.00,(1.98),5.29,(1.12),4
knot,836,4.64,(1.36),4.07,(2.15),4.67,(1.65),4
know,1763,6.93,(1.72),5.77,(1.92),6.90,(2.29),4
knowledge,249,7.58,(1.32),5.92,(2.32),6.78,(2.41),9
label,1764,4.36,(1.08),3.96,(1.99),4.83,(1.76),5
lack,1765,3.21,(1.37),4.21,(2.47),4.11,(1.97),4
lad,1766,5.44,(1.13),4.06,(1.54),5.28,(1.37),3
ladder,1767,5.06,(1.09),4.97,(2.12),5.10,(1.45),6
lake,250,6.82,(1.54),3.95,(2.44),4.90,(2.10),4
lamb,837,5.89,(1.73),3.36,(2.18),4.91,(1.96),4
lame,1768,3.66,(1.82),3.69,(2.00),4.83,(1.63),4
lamp,838,5.41,(1.00),3.80,(2.12),5.27,(1.61),4
land,1769,5.66,(1.42),4.16,(2.11),5.53,(1.59),4
lane,1770,5.39,(1.42),4.64,(1.79),5.54,(1.20),4
lantern,839,5.57,(1.19),4.05,(2.28),5.07,(1.82),7
laugh,1771,8.36,(1.13),7.39,(2.01),6.64,(1.87),5
laughing,2873,8.03,(1.58),6.65,(2.28),5.74,(2.40),8
laughter,251,8.45,(1.08),6.75,(2.50),6.45,(2.45),8
laundry,2874,4.13,(1.82),3.64,(2.10),5.84,(2.00),7
lava,1772,4.43,(2.15),5.57,(2.64),3.54,(1.99),4
lavish,840,6.21,(2.03),4.93,(2.40),5.64,(1.61),6
law,1773,5.10,(2.37),4.25,(2.43),4.11,(2.08),3
lawn,841,5.24,(0.86),4.00,(1.79),5.37,(1.11),4
lawsuit,842,3.37,(2.00),4.93,(2.44),3.92,(2.02),7
lawyer,1774,5.70,(2.27),5.85,(2.61),4.89,(2.81),6
lazy,843,4.38,(2.02),2.65,(2.06),4.07,(1.93),4
leader,844,7.63,(1.59),6.27,(2.18),7.88,(1.60),6
leak,1775,3.07,(1.41),4.63,(1.96),3.87,(1.68),4
learn,252,7.15,(1.49),5.39,(2.22),6.34,(2.17),5
lease,1776,4.45,(1.36),4.70,(1.70),4.70,(1.56),5
leather,2875,5.34,(1.63),3.84,(2.09),5.62,(1.95),7
leave,1777,3.83,(1.44),4.36,(1.91),4.36,(2.00),5
leaves,1778,6.07,(1.93),3.80,(2.44),4.80,(2.06),6
ledge,1779,4.13,(1.31),5.35,(1.96),4.10,(1.37),5
leg,1780,5.71,(1.12),4.50,(2.12),5.36,(1.66),3
legend,845,6.39,(1.34),4.88,(1.76),5.54,(1.64),6
legendary,2876,7.25,(1.91),6.08,(2.51),6.25,(2.26),9
legs,1781,5.93,(1.36),4.69,(2.35),5.97,(1.67),4
leisurely,253,6.88,(1.81),3.80,(2.38),5.15,(1.90),9
leopard,1782,5.97,(1.69),5.57,(2.18),4.57,(1.70),7
leprosy,254,2.09,(1.40),6.29,(2.23),4.00,(2.30),7
lesbian,597,4.67,(2.45),5.12,(2.27),5.35,(2.20),7
lesson,1783,5.07,(1.63),4.04,(1.75),5.04,(1.48),6
letter,846,6.61,(1.59),4.90,(2.37),5.73,(1.48),6
lewd,2877,4.24,(1.82),4.62,(1.94),4.91,(1.91),4
liar,1784,2.41,(1.64),6.38,(2.47),3.34,(2.42),4
liberty,255,7.98,(1.22),5.60,(2.65),6.29,(2.44),7
library,2878,5.53,(1.65),3.54,(2.20),5.69,(1.90),7
lice,256,2.31,(1.78),5.00,(2.26),3.95,(2.29),4
lick,1785,6.27,(1.51),5.70,(2.12),5.90,(1.49),4
lid,1786,5.03,(0.50),3.66,(1.88),5.14,(1.62),3
lie,257,2.79,(1.92),5.96,(2.63),3.30,(2.42),3
life,258,7.27,(1.88),6.02,(2.62),5.72,(2.51),4
lightbulb,566,5.61,(1.28),4.10,(2.02),5.82,(1.56),9
lighthouse,847,5.89,(2.08),4.41,(2.44),5.25,(2.02),10
lightning,598,4.57,(2.66),6.61,(1.77),3.67,(2.19),9
like,1787,7.52,(1.72),6.63,(2.20),5.41,(2.69),4
limb,1788,5.03,(0.81),4.53,(1.53),5.30,(1.12),4
limber,848,5.68,(1.49),4.57,(2.26),5.34,(1.84),6
limousine,2879,6.57,(1.97),5.49,(2.47),5.84,(2.01),9
limp,1789,3.71,(1.88),4.29,(1.78),4.43,(2.18),4
linger,1790,4.44,(1.39),4.92,(1.63),5.12,(1.69),6
lingerie,2880,7.07,(1.78),6.49,(2.29),5.74,(2.19),8
lion,518,5.57,(1.99),6.20,(2.16),4.12,(2.33),4
lips,1791,7.13,(1.50),6.27,(1.87),5.60,(2.11),4
liquid,2881,5.53,(1.26),3.96,(1.86),5.15,(1.20),6
liquor,1792,4.93,(2.43),5.66,(2.19),4.86,(2.33),6
listen,1793,5.93,(1.16),4.45,(1.70),5.76,(1.46),6
listless,259,4.12,(1.73),4.10,(2.31),4.14,(1.73),8
liter,1794,5.00,(1.74),4.33,(2.18),5.37,(1.84),5
litter,1795,3.96,(2.22),4.77,(1.95),4.85,(1.76),6
little,2882,3.89,(1.84),3.65,(2.14),3.67,(2.43),6
lively,849,7.20,(1.97),5.53,(2.90),6.09,(1.95),6
lizard,1796,5.23,(1.83),5.13,(1.57),4.97,(1.50),6
locate,2883,5.29,(1.14),4.31,(1.85),5.40,(1.49),6
location,1797,5.36,(0.68),4.11,(1.83),5.39,(1.34),8
locker,850,5.19,(1.31),3.38,(2.13),5.36,(1.87),6
logical,2884,6.14,(1.74),3.98,(2.16),6.49,(1.94),7
loneliness,260,1.61,(1.02),4.56,(2.97),2.51,(2.27),10
lonely,261,2.17,(1.76),4.51,(2.68),2.95,(2.12),6
loose,2885,4.30,(1.67),4.08,(1.93),5.09,(1.96),5
loosen,1798,5.59,(1.76),4.50,(2.41),6.11,(2.11),6
lose,1799,2.81,(1.64),4.93,(2.42),3.33,(2.17),4
loser,851,2.25,(1.48),4.95,(2.57),3.02,(2.17),5
loss,1800,1.89,(1.25),5.78,(2.95),2.38,(2.30),4
lost,852,2.82,(1.83),5.82,(2.62),2.86,(1.64),4
lotion,1801,5.90,(2.04),5.52,(2.21),5.70,(1.86),6
lottery,853,6.57,(2.04),5.36,(2.45),4.81,(2.11),7
loud,1802,4.77,(1.73),6.10,(1.60),5.07,(1.44),4
lounge,1803,6.60,(1.38),3.97,(2.33),5.90,(1.54),6
louse,262,2.81,(1.92),4.98,(2.03),3.57,(2.26),5
lovable,2886,7.78,(1.56),6.07,(2.33),5.83,(2.13),7
love,263,8.72,(0.70),6.44,(3.35),7.11,(2.56),4
loved,264,8.64,(0.71),6.38,(2.68),6.62,(2.53),5
lovely,2887,7.17,(1.78),4.87,(2.47),5.56,(2.28),6
loving,1804,8.28,(0.88),6.21,(2.45),6.29,(1.90),6
lower,1805,4.00,(1.58),4.36,(1.91),4.18,(1.63),5
loyal,265,7.55,(1.90),5.16,(2.42),6.91,(2.23),5
loyalty,2888,7.29,(1.64),5.21,(2.40),6.33,(2.19),7
luck,1806,7.41,(1.46),6.45,(1.73),4.97,(2.37),4
lucky,266,8.17,(1.06),6.53,(2.34),6.05,(2.25),5
luggage,1807,6.33,(1.40),5.70,(1.60),5.23,(1.77),7
lump,854,4.16,(2.34),4.80,(2.82),4.32,(2.18),4
lunch,1808,7.21,(1.84),5.43,(2.46),6.10,(2.40),5
lung,1809,5.21,(1.32),4.50,(1.73),4.64,(1.62),4
lurk,1810,4.20,(1.54),5.73,(1.96),4.00,(1.86),4
luscious,267,7.50,(1.08),5.34,(2.51),5.68,(1.84),8
lust,519,7.12,(1.62),6.88,(1.85),5.49,(2.27),4
luxury,268,7.88,(1.49),4.75,(2.91),6.40,(2.45),6
machine,855,5.09,(1.67),3.82,(2.40),5.23,(2.06),7
mad,856,2.44,(1.72),6.76,(2.26),5.86,(2.20),3
madman,857,3.91,(2.49),5.56,(2.78),4.79,(2.55),6
madness,1811,4.37,(2.19),5.80,(2.62),4.53,(2.33),7
magazine,1812,5.79,(1.70),4.82,(1.98),4.93,(1.84),8
maggot,269,2.06,(1.47),5.28,(2.96),4.03,(2.09),6
magical,858,7.46,(1.64),5.95,(2.36),5.73,(2.19),7
magnet,1813,5.31,(0.93),4.72,(2.02),5.21,(1.63),6
magnificence,2889,7.59,(1.66),6.15,(2.32),5.92,(1.86),12
maid,1814,5.56,(1.36),5.20,(1.80),5.72,(1.49),4
mail,859,6.88,(1.74),5.63,(2.36),5.67,(1.79),4
makeup,1815,5.64,(2.09),4.48,(2.39),5.59,(2.08),6
malaria,860,2.40,(1.38),4.40,(2.54),3.22,(1.90),7
male,1816,5.84,(1.70),4.90,(2.70),5.32,(1.68),4
malice,270,2.69,(1.84),5.86,(2.75),4.74,(2.72),6
malicious,2890,2.70,(1.67),5.19,(2.31),4.92,(2.15),9
malnutrition,1817,2.06,(1.27),5.68,(2.26),4.00,(2.13),12
malt,1818,6.17,(1.69),4.83,(2.24),5.38,(1.82),4
man,537,6.73,(1.70),5.24,(2.31),5.53,(2.23),3
mane,1819,5.40,(1.38),4.33,(2.20),4.90,(1.52),4
mangle,861,3.90,(2.01),5.44,(2.10),4.61,(1.84),6
maniac,862,3.76,(2.00),5.39,(2.46),4.22,(2.07),6
manner,863,5.64,(1.34),4.56,(1.78),5.05,(1.83),6
manor,1820,5.61,(1.10),4.74,(1.68),5.41,(1.19),5
mansion,1821,7.24,(1.99),6.03,(2.13),5.86,(1.78),7
manslaughter,2891,1.87,(1.60),5.16,(3.06),4.13,(2.92),12
mantel,864,4.93,(1.40),3.27,(2.23),4.95,(1.61),6
manure,865,3.10,(1.74),4.17,(2.09),4.67,(1.36),6
map,1822,5.14,(1.64),4.07,(1.75),5.28,(2.12),3
margin,1823,4.79,(0.73),3.61,(1.87),4.85,(1.03),6
market,866,5.66,(1.02),4.12,(1.83),5.27,(1.40),6
marriage,2892,6.52,(1.92),5.83,(2.15),5.30,(2.21),8
marrow,1824,4.46,(1.50),4.26,(1.93),4.41,(1.62),6
marry,1825,6.68,(2.36),6.14,(2.76),5.18,(2.54),5
marsh,1826,4.67,(1.44),4.15,(2.18),4.67,(1.24),5
marvel,1827,7.06,(1.77),5.20,(2.31),4.93,(2.07),6
mascot,1828,6.29,(1.60),5.10,(2.61),5.39,(1.93),6
mask,1829,5.23,(1.31),4.58,(1.75),5.42,(1.72),4
massacre,867,2.28,(1.74),5.33,(2.63),3.50,(2.26),8
mastectomy,1830,2.89,(1.81),5.11,(2.17),3.75,(1.62),10
masterful,271,7.09,(1.78),5.20,(2.85),7.18,(2.56),9
mastery,1831,6.69,(1.61),5.62,(1.92),7.28,(1.67),7
masturbate,599,5.45,(2.02),5.67,(2.18),5.63,(2.25),10
matador,1832,5.10,(1.82),5.57,(1.93),4.89,(1.45),7
mate,1833,6.87,(1.74),6.30,(2.34),5.48,(2.20),4
material,868,5.26,(1.29),4.05,(2.34),5.12,(1.45),8
math,1834,3.81,(2.13),4.63,(2.57),4.44,(2.34),4
matrimony,2893,6.53,(1.88),5.92,(2.24),5.55,(1.92),9
mature,2894,6.90,(1.62),4.63,(2.11),6.65,(2.13),6
me,1835,8.06,(1.29),5.97,(2.66),7.88,(1.60),2
meal,1836,7.59,(1.43),5.79,(1.97),6.41,(1.66),4
measles,272,2.74,(1.97),5.06,(2.44),4.13,(2.16),7
meat,1837,6.66,(1.80),5.41,(1.97),6.03,(1.61),4
mechanical,2895,4.99,(1.55),4.06,(2.08),5.29,(1.84),10
medal,2896,6.51,(1.82),5.19,(2.42),6.35,(2.11),5
meddle,1838,4.07,(2.00),5.10,(1.88),4.87,(2.00),6
medicine,869,5.67,(2.06),4.40,(2.36),4.70,(1.91),8
mediocre,2897,3.52,(1.52),3.92,(2.04),4.69,(2.03),8
meek,273,3.87,(1.69),3.80,(2.13),3.67,(2.23),4
meeting,2898,5.12,(1.61),4.70,(2.20),5.28,(1.86),7
melancholy,2899,3.82,(2.04),3.60,(1.84),4.65,(2.00),10
melody,870,7.07,(1.79),4.98,(2.52),5.46,(1.78),6
melt,1839,5.28,(1.94),4.93,(1.94),4.86,(1.90),4
member,1840,5.83,(1.51),5.03,(1.94),5.30,(1.37),6
memorial,1841,4.68,(2.14),4.87,(2.38),4.42,(1.57),8
memories,871,7.48,(1.61),6.10,(2.10),5.88,(1.92),8
memory,274,6.62,(1.50),5.42,(2.25),5.11,(2.12),6
men,1842,6.66,(1.70),5.69,(2.24),6.17,(2.02),3
menace,275,2.88,(1.64),5.52,(2.45),4.98,(2.25),6
mend,1843,6.17,(1.67),4.93,(2.18),5.82,(1.81),4
menu,1844,6.37,(1.71),4.77,(2.13),6.00,(1.78),4
mercenary,2900,4.60,(1.76),4.72,(2.18),5.54,(1.85),9
mercy,1845,5.71,(2.41),5.43,(2.54),3.70,(2.72),5
merger,1846,5.06,(0.95),4.31,(1.64),5.16,(0.95),6
merry,872,7.90,(1.49),5.90,(2.42),6.64,(1.66),5
messy,873,3.15,(1.73),3.34,(2.37),4.75,(2.15),5
metal,874,4.95,(1.17),3.79,(1.96),5.38,(1.40),5
meteor,1847,5.57,(2.16),5.83,(2.78),3.33,(1.77),6
method,875,5.56,(1.76),3.85,(2.58),5.67,(1.58),6
microphone,2901,5.44,(1.52),5.04,(2.26),5.32,(1.87),10
midnight,1848,7.18,(1.70),6.50,(2.10),5.96,(1.93),8
mighty,276,6.54,(2.19),5.61,(2.38),7.23,(2.11),6
mild,2902,5.15,(1.38),3.71,(2.01),5.17,(1.70),4
mildew,277,3.17,(1.36),4.08,(1.79),4.40,(1.79),6
mile,1849,5.24,(2.18),4.69,(2.12),5.31,(2.00),4
military,1850,5.54,(1.90),5.35,(2.00),4.65,(2.30),8
milk,876,5.95,(2.16),3.68,(2.57),5.83,(1.50),4
millionaire,278,8.03,(1.42),6.14,(2.70),6.97,(2.40),11
mind,877,6.68,(1.84),5.00,(2.68),6.37,(2.19),4
mingle,1851,6.66,(1.33),5.88,(1.83),5.97,(1.60),6
miniature,2903,5.43,(1.64),4.28,(2.08),5.00,(1.93),9
miracle,279,8.60,(0.71),7.65,(1.67),5.35,(2.58),7
mischief,878,5.57,(2.05),5.76,(1.95),5.56,(1.88),8
miserable,1852,1.55,(1.15),5.00,(2.68),2.43,(1.85),9
misery,879,1.93,(1.60),5.17,(2.69),2.55,(1.45),6
misfortune,2904,2.53,(1.42),4.31,(2.27),3.79,(2.20),10
missiles,1853,3.17,(1.81),6.69,(1.91),3.14,(2.03),8
mistake,880,2.86,(1.79),5.18,(2.42),3.86,(2.42),7
mitten,1854,5.59,(1.25),3.78,(2.24),4.63,(1.36),6
mob,1855,3.27,(1.66),6.11,(2.10),3.32,(2.00),3
mobile,2905,5.74,(1.34),4.41,(1.85),5.59,(1.57),6
mobility,881,6.83,(1.79),5.00,(2.18),6.43,(1.48),8
model,1856,7.10,(1.78),6.00,(2.51),4.86,(1.92),5
modest,280,5.76,(1.28),3.98,(2.24),4.96,(2.16),6
modesty,2906,6.03,(1.68),4.28,(1.95),5.80,(1.77),7
moist,1857,5.52,(1.68),4.55,(2.38),5.03,(1.43),5
mold,882,3.55,(1.70),4.07,(1.98),4.33,(1.83),4
molest,1858,1.90,(1.35),5.20,(2.86),3.23,(2.36),6
mom,2907,7.69,(1.93),5.62,(2.59),5.02,(2.29),3
moment,281,5.76,(1.65),3.83,(2.29),4.81,(1.92),6
money,282,7.59,(1.40),5.70,(2.66),6.25,(2.33),5
monk,1859,5.18,(1.85),3.39,(2.18),4.89,(1.89),4
monopoly,1860,6.40,(1.94),5.24,(1.60),5.70,(1.95),8
month,283,5.15,(1.09),4.03,(1.77),4.85,(1.14),5
monthly,2908,4.82,(1.38),3.96,(1.95),4.94,(1.54),7
mood,1861,5.60,(1.38),4.73,(1.78),5.60,(1.65),4
moody,883,3.20,(1.58),4.18,(2.38),4.39,(1.71),5
moon,1862,6.74,(1.32),4.60,(1.90),4.80,(1.81),4
moonlight,2909,6.93,(1.50),5.16,(2.32),4.71,(1.92),9
mope,2910,2.85,(1.60),3.25,(1.93),4.51,(2.11),4
moral,884,6.20,(1.85),4.49,(2.28),5.90,(2.20),5
morale,1863,6.57,(1.75),5.00,(2.74),5.75,(2.01),6
morbid,284,2.87,(2.14),5.06,(2.68),4.34,(2.50),6
morgue,285,1.92,(1.32),4.84,(2.96),3.61,(1.94),6
moron,1864,3.77,(2.13),5.70,(1.58),4.60,(2.24),5
morsel,1865,5.47,(2.32),4.83,(2.13),5.17,(2.18),6
mosquito,885,2.80,(1.91),4.78,(2.72),4.51,(2.15),8
moss,1866,4.59,(1.32),3.57,(2.03),4.54,(1.35),4
motel,1867,4.43,(2.17),4.93,(2.14),4.32,(1.91),5
moth,1868,4.66,(1.59),4.00,(2.19),5.00,(1.87),4
mother,286,8.39,(1.15),6.13,(2.71),5.74,(2.37),6
motorcycle,1869,5.72,(2.68),6.46,(2.19),5.14,(2.21),10
mountain,287,6.59,(1.66),5.49,(2.43),5.46,(2.36),8
mourn,1870,1.80,(1.73),5.87,(2.60),2.87,(1.91),5
mouth,1871,5.46,(1.53),4.79,(2.48),5.93,(1.86),5
move,2911,5.08,(1.50),4.77,(1.92),5.04,(1.74),4
movie,288,6.86,(1.81),4.93,(2.54),5.00,(1.79),5
mucous,2912,2.92,(1.54),4.09,(2.10),4.18,(1.80),6
mucus,886,3.34,(2.29),3.41,(2.17),4.80,(1.83),5
mud,1872,4.81,(1.88),3.81,(1.96),5.30,(1.77),3
muddy,887,4.44,(2.07),4.13,(2.13),4.73,(1.77),5
muffin,888,6.57,(2.04),4.76,(2.42),5.51,(1.63),6
muffle,1873,4.47,(1.43),4.90,(1.84),4.53,(1.78),6
mug,1874,5.42,(1.84),4.61,(2.19),5.13,(1.93),3
mule,1875,5.15,(1.57),4.27,(1.78),5.08,(1.72),4
murder,2913,2.15,(1.90),5.75,(2.82),4.19,(2.66),6
murderer,289,1.53,(0.96),7.47,(2.18),3.77,(3.06),8
muscular,290,6.82,(1.63),5.47,(2.20),6.58,(2.28),8
museum,889,5.54,(1.86),3.60,(2.13),5.32,(1.68),6
mushroom,567,5.78,(2.22),4.72,(2.33),5.52,(2.10),8
music,291,8.13,(1.09),5.32,(3.19),6.39,(2.44),5
musician,1876,7.21,(1.52),6.10,(2.16),5.93,(1.79),8
mutation,890,3.91,(2.44),4.84,(2.52),4.07,(2.10),8
mutilate,292,1.82,(1.45),6.41,(2.94),3.41,(2.71),8
mutilation,1877,1.97,(1.27),6.07,(2.50),2.97,(2.01),10
mystic,891,6.00,(2.21),4.84,(2.57),5.52,(1.93),6
myth,1878,5.86,(2.14),5.50,(2.67),4.82,(1.36),4
nab,1879,4.16,(1.57),5.32,(1.44),5.20,(1.80),3
nag,1880,2.90,(1.64),5.40,(2.16),4.27,(1.98),3
nail,1881,5.14,(1.79),4.57,(2.01),5.25,(1.29),4
naive,2914,3.88,(1.40),4.07,(1.87),4.43,(1.93),5
naked,892,6.34,(2.42),5.80,(2.80),6.00,(2.05),5
name,893,5.55,(2.24),4.25,(2.47),5.16,(2.08),4
nameless,2915,3.79,(1.67),3.97,(2.08),4.35,(2.13),8
napkin,1882,4.84,(1.10),4.00,(2.12),5.13,(1.56),6
narcotic,894,4.29,(2.30),4.93,(2.57),4.44,(2.43),8
narrow,2916,4.75,(1.38),4.18,(1.91),5.07,(1.83),6
nasty,895,3.58,(2.38),4.89,(2.50),5.00,(2.17),5
nation,1883,6.17,(1.91),4.60,(2.24),5.27,(2.33),6
national,2917,5.78,(1.57),4.71,(1.82),5.45,(1.44),8
native,2918,5.55,(1.45),3.86,(1.94),5.42,(1.83),6
natural,896,6.59,(1.57),4.09,(2.37),5.57,(1.69),7
nature,293,7.65,(1.37),4.37,(2.51),4.95,(2.72),6
naughty,2919,4.72,(2.06),5.50,(1.94),5.21,(1.77),7
necklace,1884,6.39,(1.69),4.87,(2.09),5.50,(1.80),8
nectar,294,6.90,(1.53),3.89,(2.48),4.54,(2.06),6
needle,897,3.82,(1.73),5.36,(2.89),3.95,(2.17),6
neglect,898,2.63,(1.64),4.83,(2.31),3.85,(2.29),7
negligent,2920,2.87,(1.50),4.13,(2.18),4.26,(2.37),9
neighbor,2921,6.00,(1.65),4.52,(2.20),4.94,(1.27),8
nerves,1885,4.28,(1.75),6.31,(2.18),4.72,(2.05),6
nervous,899,3.29,(1.47),6.59,(2.07),3.56,(1.73),7
nestle,1886,6.63,(1.59),4.10,(1.99),5.97,(1.73),6
net,1887,4.80,(1.65),4.83,(2.02),4.93,(1.87),3
neurotic,900,4.45,(2.23),5.13,(2.76),4.41,(2.05),8
new,2922,6.40,(1.63),5.82,(2.14),5.59,(1.72),3
news,901,5.30,(1.67),5.17,(2.11),4.60,(1.88),4
newspaper,1888,5.52,(1.29),4.42,(1.86),5.26,(1.37),9
nice,902,6.55,(2.44),4.38,(2.69),5.58,(2.20),4
niece,1889,6.33,(1.71),4.60,(2.08),5.40,(1.59),5
night,1890,6.06,(1.95),5.94,(2.41),4.74,(2.11),5
nightmare,295,1.91,(1.54),7.59,(2.23),3.68,(2.76),9
nine,1891,5.07,(0.66),4.04,(2.12),5.18,(1.36),4
nip,1892,4.59,(1.60),5.04,(1.81),5.04,(1.19),3
nipple,903,6.27,(1.81),5.56,(2.55),5.57,(2.00),6
noble,2923,6.81,(1.75),4.76,(2.12),6.23,(2.10),5
noise,1893,4.93,(1.90),4.86,(2.30),4.61,(1.95),5
noisy,904,5.02,(2.02),6.38,(1.78),4.93,(1.76),5
nonchalant,296,4.74,(1.11),3.12,(1.93),4.31,(1.54),10
nonsense,905,4.61,(1.63),4.17,(2.02),4.90,(1.55),8
noon,1894,6.30,(1.54),3.65,(1.96),5.08,(1.67),4
noose,906,3.76,(1.64),4.39,(2.08),4.17,(1.92),5
nose,1895,4.71,(1.51),4.32,(1.91),4.93,(1.63),4
nosey,1896,3.97,(1.72),4.48,(1.95),4.63,(1.90),5
nourish,907,6.46,(1.69),4.29,(2.51),5.80,(1.62),7
novel,1897,6.07,(1.62),4.61,(2.30),5.82,(1.70),5
novice,1898,4.28,(1.58),3.69,(1.95),4.62,(1.95),6
nozzle,1899,4.83,(1.42),4.60,(1.57),5.00,(1.70),6
nuclear,1900,3.25,(2.20),5.86,(2.56),3.41,(2.14),7
nude,520,6.82,(1.63),6.41,(2.09),5.96,(2.29),4
nudist,1901,5.89,(1.86),6.18,(2.09),5.39,(1.88),6
nuisance,908,3.27,(1.86),4.49,(2.69),4.36,(1.73),8
numb,2924,3.80,(1.66),3.55,(2.14),4.11,(2.14),4
number,1902,5.55,(1.15),4.34,(2.22),5.24,(2.01),6
nun,909,4.93,(1.89),2.93,(1.80),4.93,(1.69),3
nurse,538,6.08,(2.08),4.84,(2.04),4.84,(2.20),5
nursery,910,5.73,(2.30),4.04,(2.74),5.18,(2.23),7
oasis,1903,7.79,(1.42),5.04,(2.87),6.11,(1.91),5
oath,1904,5.57,(1.52),4.80,(1.69),5.07,(2.10),4
obesity,911,2.73,(1.85),3.87,(2.82),3.74,(2.45),7
obey,912,4.52,(1.88),4.23,(1.72),4.26,(2.40),4
object,1905,5.20,(1.04),4.04,(2.18),5.29,(1.57),6
obnoxious,913,3.50,(2.18),4.74,(2.42),5.39,(2.20),9
obscene,914,4.23,(2.30),5.04,(2.30),4.48,(1.91),7
obscure,2925,4.40,(1.60),4.22,(1.94),5.02,(1.79),7
obsessed,1906,3.60,(1.96),6.24,(1.86),4.24,(2.23),8
obsession,915,4.52,(2.13),6.41,(2.13),4.77,(2.38),9
obstinate,1907,4.60,(1.59),3.97,(1.75),4.86,(1.25),9
obvious,2926,5.30,(1.29),4.22,(1.99),5.37,(1.83),7
ocean,297,7.12,(1.72),4.95,(2.79),5.53,(2.75),5
octopus,1908,6.03,(1.59),5.20,(1.85),4.87,(2.01),7
odd,916,4.82,(2.04),4.27,(2.46),4.77,(1.89),3
odor,1909,2.52,(1.57),5.13,(2.10),4.23,(1.96),4
offend,917,2.76,(1.50),5.56,(2.06),3.73,(2.03),6
offensive,2927,3.53,(1.98),5.40,(2.23),5.22,(2.23),9
office,568,5.24,(1.59),4.08,(1.92),5.59,(1.89),6
officer,1910,3.72,(1.89),5.55,(2.26),4.07,(2.70),7
oil,1911,4.60,(1.48),4.72,(2.28),4.72,(2.02),3
old,1912,3.31,(1.89),3.50,(1.95),3.29,(1.80),3
omelet,1913,6.48,(1.85),4.52,(1.90),5.40,(1.50),6
omit,1914,4.19,(1.47),4.00,(1.98),4.73,(2.29),4
onion,1915,4.43,(1.91),4.60,(2.27),4.97,(1.16),5
open,2928,6.13,(1.66),4.40,(2.28),5.77,(1.86),4
opera,1916,4.84,(2.28),3.97,(2.43),5.07,(1.87),5
opinion,298,6.28,(1.45),4.89,(2.46),5.53,(1.93),7
opponent,2929,4.71,(1.53),5.59,(2.24),5.82,(1.89),8
opportunity,1917,7.41,(1.52),6.47,(1.83),6.59,(1.68),11
oppose,1918,4.14,(1.43),5.29,(1.82),5.14,(2.29),6
optimism,918,6.95,(2.24),5.34,(2.58),6.61,(2.06),8
optimistic,1919,7.59,(1.32),5.83,(2.24),7.00,(1.51),10
option,919,6.49,(1.31),4.74,(2.23),6.34,(1.80),6
orange,1920,6.47,(1.66),4.97,(2.28),5.31,(2.04),6
orangutan,1921,6.59,(1.68),4.64,(2.23),4.68,(1.44),9
orchestra,299,6.02,(1.89),3.52,(2.29),5.17,(2.14),9
ordeal,1922,3.77,(1.31),4.92,(1.75),4.42,(1.42),6
ordinary,2930,4.65,(1.54),3.72,(1.92),5.08,(1.81),8
