WORD,WORD_LOWER,WORD_CLASS,EMO_MEAN,EMO_STD,AROUSAL_MEAN,AROUSAL_STD,IMAGE_MEAN,IMAGE_STD,LETTERS,PHONEMES,SYLLABLES,Ftot/1MIL,N,FN,HFN,FHFN,BIGmean(TOKEN),ACCENT
MIRAKEL,mirakel,N,0.6,1.0749677,2.761904762,1.135991281,2.777777778,1.6414763,7,7,3,0.666666667,0,0,0,0,80447.5,2
MISCHEHE,mischehe,N,-0.5,1.178511302,2.777777778,0.878203752,2.444444444,1.424000624,8,5,3,0.833333333,0,0,0,0,256980,1
MISSETAT,missetat,N,-2.2,0.788810638,3.222222222,1.060274967,3.333333333,1.322875656,8,7,3,0.5,0,0,0,0,125571.2857,1
MISSION,mission,N,0.9,0.567646212,2.631578947,1.164785451,2.777777778,1.56347192,7,6,3,5.666666667,0,0,0,0,110888.1667,3
MIST,mist,N,-1.5,0.971825316,3.222222222,0.732084498,6.111111111,1.054092553,4,4,1,3,4,17.67,2,16.33,159025.3333,1
MITGEBEN,mitgeben,V,0.1,0.88,1.777777778,0.808452083,3.56,1.42,8,8,3,3.666666667,1,21,1,21,298976.5714,1
MITGIFT,mitgift,N,0.6,1.0749677,2.863636364,1.355604049,3,1.224744871,7,7,2,0.5,0,0,0,0,65487.66667,1
MITGLIED,mitglied,N,0,0,2.222222222,0.878203752,2.666666667,1.224744871,8,7,2,291.3333333,0,0,0,0,123964.7143,1
MITLEID,mitleid,N,0,1.632993162,3,0.612372436,3.333333333,1.870828693,7,6,2,14.83333333,0,0,0,0,194556.5,1
MITTAG,mittag,N,1.2,0.83350875,1.75,0.910465468,3.45454545,1.47122472,6,5,2,15.5,2,0,0,0,98766,1
MITTE,mitte,N,0.75,0.96654567,2.105263158,0.87526103,3.36363636,1.70560573,5,4,2,132.8333333,5,72.5,0,0,155743.75,1
MITTEL,mittel,N,0.088235294,0.99598123,2.555555556,1.1490263,2.884615385,1.796149728,6,5,2,202.3333333,3,57.5,0,0,153213.6,1
MODE,mode,N,0.7,0.483045892,3.095238095,1.410842369,4.444444444,1.130388331,4,4,2,20.33333333,6,49.33,1,38,325158.3333,1
MODER,moder,N,-1.5,0.527046277,2.894736842,1.242521488,3.777777778,1.787300882,5,5,2,0.5,1,0.33,0,0,615758.5,1
MODERN,modern,V,0,1.25,2.789473684,1.397575177,3.33,1.22,6,6,2,233.5,2,17,0,0,502783.6,1
MOGELN,mogeln,V,-1.1,0.74,3.052631579,0.848114524,3.22,1.48,6,6,2,1,1,1,0,0,99068.4,1
MÖGEN,mögen,V,1.764705882,0.698865901,3.157894737,1.213953957,2.961538462,1.660861686,5,5,2,529.3333333,1,12.83,0,0,672945,1
MOHN,mohn,N,0.3,0.483045892,2.055555556,0.998364676,6.666666667,0.5,4,3,1,0.666666667,4,191.33,4,191.33,23670,1
MOHR,mohr,N,0.4,0.699205899,2.333333333,0.907485213,6.111111111,0.600925213,4,3,1,2,6,826.83,3,826.17,49371,1
MÖHRE,möhre,N,0.91,1.41,1.73,0.88,6.14,1.52,5,4,2,2.83,3,6.83,1,5.83,172627.5,1
MOKKA,mokka,N,1.1,1.20961064,2.4,1.231174023,3.68181818,1.9612038,5,4,2,3.5,0,0,0,0,15365.75,1
MOLCH,molch,N,-0.2,0.788810638,2.3,0.864504726,5.222222222,1.301708279,5,4,1,2.166666667,3,704,3,704,216941,1
MOLL,moll,N,-0.2,1.316561177,2.277777778,1.017815166,2.111111111,1.763834207,4,3,1,2.333333333,8,325.67,5,323.83,72597,1
MOLLIG,mollig,A,-0.8,1.14,2.631578947,1.300022492,5.56,0.73,6,5,2,0.666666667,2,3,1,2,98737.6,1
MONARCH,monarch,N,-0.4,1.173787791,2.611111111,1.036900863,5.111111111,1.364225462,7,6,2,4.5,0,0,0,0,187429.6667,2
MONAT,monat,N,0.3,0.65694669,2.111111111,1.182663439,2.90909091,1.65929104,5,5,2,327,0,0,0,0,77395.75,1
MOND,mond,N,1.3,0.823272602,1.833333333,1.043185168,6.888888889,0.333333333,4,4,1,76.83333333,3,113.67,0,0,160677.3333,1
MONDLOS,mondlos,A,-0.6,0.7,1.421052632,1.017392608,4.78,1.99,7,7,2,0.5,0,0,0,0,88616.83333,1
MONOGAM,monogam,A,0.2,1.4,2,1.290994449,2.22,1.3,7,7,3,1.5,0,0,0,0,46695.5,3
MONOLOG,monolog,N,-0.7,1.159501809,2.052631579,1.268143184,4.222222222,1.56347192,7,7,3,4.166666667,0,0,0,0,49547.16667,3
MONOPOL,monopol,N,-1,0.471404521,2.904761905,1.410842369,2.555555556,1.424000624,7,7,3,20.33333333,0,0,0,0,50290.5,3
MONOTON,monoton,A,-1.3,0.48,1.842105263,1.213953957,3.11,1.54,7,7,3,3.333333333,0,0,0,0,63352.5,3
MONSTRUM,monstrum,N,-1.8,0.918936583,4.352941176,0.931475742,5.777777778,0.971825316,8,8,2,2.166666667,0,0,0,0,90834.28571,1
MOOR,moor,N,0.3,1.059349905,2.777777778,1.352799083,6,1.322875656,4,3,1,4.666666667,2,6.17,0,0,40838.66667,1
MOORBAD,moorbad,N,0.2,0.918936583,1.944444444,0.937595311,6.111111111,0.78173596,7,6,2,0.666666667,0,0,0,0,34141.5,1
MOOS,moos,N,0.7,0.674948558,1.904761905,1.135991281,6.666666667,0.707106781,4,3,1,4.166666667,2,5,1,4.67,12700,1
MOPED,moped,N,-0.2,1.54238366,2.631578947,1.116070802,5.72727273,1.69542292,5,5,2,2.666666667,0,0,0,0,25130.75,1
MORAL,moral,N,-0.1,1.41048704,2.555555556,0.983524408,1.72727273,1.07711335,5,5,2,21.16666667,1,0,0,0,97592.5,2
MORALIST,moralist,N,-0.8,1.316561177,2.736842105,1.194529441,2.222222222,1.56347192,8,8,3,1,0,0,0,0,133129.1429,3
MORAST,morast,N,-1.1,0.85224163,2.777777778,1.215369978,3.86363636,1.90976076,6,6,2,1.333333333,0,0,0,0,100741.2,2
MORD,mord,N,-2.8,0.421637021,4.444444444,0.921777198,5.333333333,1.118033989,4,4,1,42,5,186.17,2,137.5,72067.66667,1
MORDEN,morden,V,-2.7,0.48,4.388888889,0.777544316,5,1,6,6,2,2.333333333,3,1078,2,621,437371.4,1
MORDFALL,mordfall,N,-2.4,0.843274043,4.222222222,1.165966176,4.777777778,1.787300882,8,7,2,1.166666667,0,0,0,0,77535.71429,1
MORDTAT,mordtat,N,-2.9,0.316227766,4.277777778,1.074055292,5.111111111,1.269295518,7,7,2,0.833333333,1,0.83,0,0,60812.83333,1
MORPHEM,morphem,N,-1,2.054804668,2,1.154700538,1.888888889,1.536590743,7,6,2,0.5,0,0,0,0,65554.5,2
MORSCH,morsch,A,-1,0.82,2.894736842,1.100239208,5.22,0.83,6,4,1,2.166666667,5,88,4,33,239236.6,1
MÖRSER,mörser,N,-0.45,1.06,2.32,1.09,4.59,1.89,6,6,2,0.67,1,26,1,26,629263,1
MOSKITO,moskito,N,-1.4,0.843274043,3.444444444,0.783823376,5.888888889,1.054092553,7,7,3,1.5,0,0,0,0,48002.16667,2
MOTIV,motiv,N,0.25,0.85069631,2.555555556,0.921777198,2.40909091,1.43623486,5,5,2,44.16666667,1,0,0,0,40618.5,2
MOTOR,motor,N,0.45,1.23437604,2.8,1.151657844,4.90909091,1.60086557,5,5,2,93.66666667,1,1.17,0,0,41159,1
MOTORRAD,motorrad,N,1.4,1.264911064,2.888888889,1.078609611,6.444444444,0.726483157,8,8,3,13.66666667,0,0,0,0,44900.42857,1
MOTTE,motte,N,-1.55,0.75915465,3.05,1.145931017,4.5,1.68325082,5,4,2,0.5,5,149.5,3,149.17,85502,1
MOTTO,motto,N,0.6,1.04629673,2.19047619,1.123345344,2,1.30930734,5,4,2,13.16666667,2,5.33,0,0,24303.75,1
MÖWE,möwe,N,-0.05,1.86,2.91,1.15,6.27,1.12,4,4,2,7.17,1,41.83,1,41.83,190767,1
MUFFIG,muffig,A,-1.4,0.52,1.736842105,0.733492806,3.56,1.67,6,5,2,1.5,0,0,0,0,49817.8,1
MÜHE,mühe,N,-0.117647059,1.60990694,2.888888889,1.078609611,3.076923077,1.622912861,4,3,2,51.33333333,1,38,0,0,223222,1
MUMIE,mumie,N,-0.6,0.966091783,2.842105263,1.25888654,6.666666667,0.5,5,5,3,1,1,0,0,0,114548.25,1
MUNDRAUB,mundraub,N,-1.2,0.788810638,3.388888889,0.978527639,3.222222222,1.6414763,8,7,2,0.833333333,0,0,0,0,155641.7143,1
MUNITION,munition,N,-1.8,1.135292424,3.588235294,1.003669737,5.555555556,1.666666667,8,8,4,6.833333333,0,0,0,0,145498.7143,4
MUNKELN,munkeln,V,-1.1,0.32,2.578947368,1.121298329,3.33,1.41,7,7,2,2,1,25,1,25,109733.5,1
MUNTER,munter,A,1.7,0.48,3.210526316,1.08417646,4,1.58,6,6,2,11.33333333,4,1394,4,599,454209,1
MURMEL,murmel,N,1.25,0.78639752,1.473684211,0.512989176,5.04545455,1.55769282,6,6,2,1,1,0,0,0,74643.6,1
MURREN,murren,V,-1,0,2.105263158,1.286456669,3.89,1.62,6,5,2,2.166666667,2,8,1,7,274640.6,1
MUSCHEL,muschel,N,1.55,1.14,2.18,1.05,6.41,0.91,7,5,2,3.5,0,0,0,0,244636.6667,1
MUSICAL,musical,N,1.1,1.197219,2.555555556,1.041617646,5.222222222,1.394433378,7,8,3,3.166666667,0,0,0,0,120499.3333,1
MUSIK,musik,N,2.4,0.50262469,1.85,1.225818738,3.68181818,1.98533585,5,5,2,119.5,0,0,0,0,72013.5,2
MUSIKBOX,musikbox,N,1,1.154700538,2.777777778,1.165966176,6,1.322875656,8,9,3,0.5,0,0,0,0,42653,2
MUSIKER,musiker,N,1.3,0.948683298,2.222222222,0.942809042,6,0.866025404,7,7,3,15.66666667,0,0,0,0,307034.6667,1
MUSKEL,muskel,N,1.05,1.05,2.86,1.32,4.73,1.61,6,6,2,8,0,0,0,0,64071.8,1
MÜSSEN,müssen,V,-1.382352941,0.985184366,2.80952381,1.364516311,1.961538462,1.370569786,6,5,2,2381.166667,3,83.17,0,0,477097.6667,1
MUSTERN,mustern,V,-0.6,0.84,2.857142857,1.044005311,3.33,1.12,7,7,2,8.333333333,0,0,0,0,355529.3333,1
MUT,mut,N,2.1,0.567646212,3.666666667,0.84016805,3.444444444,1.236033081,3,3,1,42.16666667,6,9966.17,2,9914.67,33719,1
MUTATION,mutation,N,-1.4,0.699205899,3.5,0.785905248,4.111111111,1.900292375,8,8,4,1.5,1,0,0,0,71829.85714,4
MUTIG,mutig,A,2.2,0.63,3.315789474,1.157230006,4.11,1.27,5,5,2,16,0,0,0,0,72568.75,1
MUTLOS,mutlos,A,-1.4,0.52,2,1,3,1.32,6,6,2,1.333333333,1,2,1,2,26982.6,1
MUTTER,mutter,N,2.05,1.09904265,2.666666667,1.608799333,5.68181818,1.21052384,6,5,2,199.6666667,4,65.17,0,0,372264.4,1
MUTTI,mutti,N,1.8,1.032795559,1.75,0.910465468,6.555555556,0.726483157,5,4,2,4,2,0.33,0,0,55095.25,1
MYSTIK,mystik,N,0.6,1.264911064,3.19047619,0.872871561,2.222222222,1.301708279,6,6,2,1,0,0,0,0,72903.2,1
MYSTISCH,mystisch,A,0.3,1.49,2.263157895,1.240165995,2.56,1.24,8,6,2,6.833333333,1,1,0,0,212497.4286,1
MYTHOS,mythos,N,0.9,1.197219,3,1.333333333,2.777777778,1.394433378,6,5,2,5.166666667,0,0,0,0,11967.4,1
NABEL,nabel,N,0.6,1.31389337,2.315789474,1.335524515,5.09090909,1.60086557,5,5,2,1.666666667,7,67.5,7,67.5,176174.75,1
NACHBAR,nachbar,N,-0.1,0.567646212,2.375,0.806225775,5,1.5,7,6,2,43.5,1,0.17,0,0,172492.6667,1
NACHFOLGER,nachfolger,N,-0.176470588,1.058030997,2.428571429,0.978336781,3.153846154,1.376729681,10,9,3,46,0,49,0,0,313458.7778,1
NACHMITTAG,nachmittag,N,1.235294118,1.016793043,2.210526316,1.134261746,4.153846154,1.541228281,10,8,3,42.16666667,0,0,0,0,158083.1111,1
NACHREDE,nachrede,N,-1.6,0.516397779,3.176470588,1.074435556,2.111111111,0.333333333,8,7,3,1.166666667,0,0,0,0,319942.7143,1
NACHRICHT,nachricht,N,0.617647059,0.888127273,3.052631579,1.17727011,4.269230769,1.756307315,9,7,2,76.16666667,0,50,0,0,286894,1
NACHRUF,nachruf,N,-0.7,1.159501809,2.642857143,1.223664373,3.333333333,1.5,7,6,2,4.166666667,0,0,0,0,193698.1667,1
NACHT,nacht,N,1,1.154700538,2.888888889,1.022619985,6.111111111,0.78173596,5,4,1,159.3333333,8,8171,2,8131,255218.5,1
NACHTEIL,nachteil,N,-1.3,0.948683298,3.166666667,0.985184366,2,1.224744871,8,6,2,22.33333333,0,0,0,0,281491.7143,1
NACHWEISEN,nachweisen,V,-0.294117647,0.9701425,2.666666667,1.278019301,1.961538462,0.915675455,10,8,3,36.66666667,0,96,0,0,360810.4444,1
NACKT,nackt,A,0.8,1.03,3.842105263,1.014514547,6,1,5,4,1,25.66666667,1,956,1,956,47822.75,1
NADEL,nadel,N,-0.55,1.05006265,2.857142857,1.276154939,6.09090909,1.01929438,5,5,2,5.666666667,4,17.33,1,12.33,293299.25,1
NAGEL,nagel,N,0.25,1.01954582,2.666666667,1.188177052,5.90909091,1.37699088,5,5,2,12.33333333,5,10.67,0,0,150154.25,1
NAH,nah,A,0.8,0.79,2.526315789,1.466985611,4.56,1.24,3,2,1,55.66666667,0,0,0,0,64399.5,1
NÄHE,nähe,N,2,1.044465936,2.277777778,0.894792487,4.192307692,1.83344988,4,3,2,119.6666667,2,379.83,1,379.83,223222,1
NAHRUNG,nahrung,N,1.9,0.994428926,2.176470588,1.014599312,5,1.658312395,7,5,2,12.66666667,1,8.33,0,0,146676.1667,1
NAIV,naiv,A,-0.8,0.42,2.315789474,1.056862841,2.44,1.59,4,4,2,14.5,0,0,0,0,30334.66667,1
NAME,name,N,0.588235294,0.82085126,2.210526316,1.134261746,3.807692308,2.000384578,4,4,2,275.5,5,552.33,1,379.83,83360.66667,1
NAMENLOS,namenlos,A,-1,0.47,1.789473684,1.182227059,1.44,0.73,8,8,3,1.833333333,0,0,0,0,190707.5714,1
NAMHAFT,namhaft,A,1.1,0.74,2.526315789,1.466985611,2,0.87,7,7,2,14.83333333,0,0,0,0,57486.16667,1
NARBE,narbe,N,-1.15,0.98808693,3.421052632,0.96123702,5.27272727,1.24142078,5,5,2,8.5,3,68.5,1,67.67,143669.25,1
NARBIG,narbig,A,-0.9,0.74,2.526315789,1.348596845,5.56,1.24,6,6,2,0.666666667,1,165,1,165,70741.4,1
NARKOSE,narkose,N,-1.2,0.918936583,3.555555556,1.423426777,3.888888889,1.691481928,7,7,3,1.833333333,0,0,0,0,99570.16667,2
NARR,narr,N,-0.7,0.674948558,2.736842105,1.045737659,5.444444444,1.130388331,4,3,1,5.333333333,0,0,0,0,65239,1
NASCHEN,naschen,V,1.2,1.03,2.684210526,1.335524515,5,1,7,5,2,0.833333333,5,127,4,118,396864.6667,1
NASE,nase,N,0.32,1.25,2.32,1.09,6,1.07,4,4,2,35.17,7,677,2,655.33,149825,1
NATIONAL,national,A,0.1,0.74,2.473684211,1.428613199,2.33,1.32,8,8,4,117.5,1,114,0,0,96503.14286,4
NATTER,natter,N,-1.15,1.08942283,3.65,1.136708082,4.63636364,1.465328,6,5,2,1.666666667,0,0,0,0,388536.4,1
NATUR,natur,N,2.35,0.74515982,1.888888889,1.078609611,4.90909091,1.57083814,5,5,2,118.3333333,1,0,0,0,64954,2
NAZI,nazi,N,-2.9,0.316227766,4.666666667,0.685994341,4.888888889,1.763834207,4,4,2,16.5,0,0,0,0,37378.66667,1
NAZIZEIT,nazizeit,N,-2.6,0.699205899,4.375,0.806225775,3.666666667,2,8,7,3,3.166666667,0,0,0,0,146939.5714,1
NEBEL,nebel,N,-0.55,1.31689427,2.684210526,1.157230006,5.68181818,0.99457402,5,5,2,23.33333333,4,277.17,1,255.5,187482.25,1
NEBLIG,neblig,A,-0.7,0.82,2.526315789,1.218761715,6.11,0.6,6,6,2,2.333333333,0,0,0,0,108581.2,1
NECKEN,necken,V,0.6,1.17,2.842105263,1.167293065,3.89,1.45,6,5,2,0.5,10,646,6,288,267724.4,1
NEFFE,neffe,N,0.85,0.933302,2.238095238,1.091089451,3.09090909,1.57083814,5,4,2,7.333333333,0,0,0,0,75157.5,1
NEGATION,negation,N,-1.2,0.918936583,2.722222222,1.319784098,1.555555556,1.013793755,8,8,4,2.333333333,1,0,0,0,92872.14286,2
NEGATIV,negativ,A,-2.4,0.84,3.555555556,0.783823376,2.44,1.67,7,7,3,36,0,0,0,0,80761.83333,1
NEGER,neger,N,-0.6,1.173787791,3.523809524,1.123345344,6.555555556,0.726483157,5,5,2,11.16666667,4,1,0,0,513632.5,1
NEGERIN,negerin,N,-0.6,1.264911064,3.380952381,1.023532631,6.444444444,0.726483157,7,7,3,1.666666667,0,0,0,0,453505.5,1
NEHMEN,nehmen,V,0.088235294,1.025955491,2,0.942809042,4.153846154,1.713296418,6,5,2,811.1666667,1,0,0,0,293150.8,1
NEID,neid,N,-1.9,0.567646212,3.555555556,1.199128224,3.111111111,1.452966315,4,3,1,5.5,2,381,2,381,278696,1
NEIDISCH,neidisch,A,-1.5,0.53,3.833333333,0.707106781,3.22,1.39,8,5,2,2,0,0,0,0,294773.8571,1
NEIDLOS,neidlos,A,0.9,1.37,1.526315789,0.61177529,2,0.5,7,6,2,1,0,0,0,0,147626.1667,1
NEIGE,neige,N,-0.85,0.8127277,2.142857143,0.853563957,2.13636364,1.78072897,5,4,2,2.166666667,3,7,2,5.5,307226.25,1
NEIGEN,neigen,V,0.088235294,0.99598123,1.928571429,0.813250061,2.653846154,1.547703013,6,5,2,33.33333333,3,525.67,1,523.67,452624.2,1
NEIGUNG,neigung,N,0.4,0.699205899,2.4375,0.892094913,2.333333333,1.732050808,7,5,2,22,0,0,0,0,253272.3333,1
NEIN,nein,N,-1.6,1.26,3.333333333,0.84016805,1.89,1.62,4,3,1,294,18,130233,8,104092,460790.3333,1
NELKE,nelke,N,1.15,0.98808693,1.842105263,0.958190302,5.27272727,1.57908407,5,5,2,4,0,0,0,0,100371.5,1
NENNEN,nennen,V,0.294117647,0.629064325,2,0.948683298,2.269230769,1.218447941,6,5,2,327.5,5,313.67,0,0,507584,1
NETT,nett,A,1.8,0.79,2.055555556,1.055641551,3.78,1.64,4,3,1,34.5,7,1053,4,709,100544,1
NEUBAU,neubau,N,-0.2,1.15165784,2.25,1.019545823,4.5,1.62568667,6,4,2,36.5,0,0,0,0,102183.8,1
NEUGIER,neugier,N,0.3,1.418136492,3.555555556,0.704792186,3.111111111,1.452966315,7,5,2,12.16666667,0,0,0,0,342888.3333,1
NEUROSE,neurose,N,-1.9,0.737864787,3.888888889,1.078609611,2.777777778,1.922093766,7,6,3,1.333333333,0,0,0,0,117367.5,2
NICHTE,nichte,N,0.45,1.31689427,2,0.942809042,3.27272727,1.66709951,6,5,2,2.166666667,4,627.17,2,626.5,312781.4,1
NICKEN,nicken,V,0.852941176,0.857492926,2,1,5.846153846,1.433661262,6,5,2,48,8,4,0,0,307424,1
NIEDERLAGE,niederlage,N,-1.794117647,1.09487544,3.666666667,1.124441113,3.576923077,1.553655739,10,9,4,41.66666667,0,0,0,0,375735,1
NIEDLICH,niedlich,A,1,0.82,1.789473684,1.134261746,5,1.12,8,6,2,2,0,0,0,0,243393.8571,1
NIEMAND,niemand,A,-1.1,0.88,1.842105263,1.213953957,1.67,1.32,7,6,2,181,0,0,0,0,179804.6667,1
NIERE,niere,N,-0.4,0.99472292,2.705882353,0.771743633,4.5,1.71130694,5,4,2,5.333333333,1,1.67,0,0,531007.5,1
NIETE,niete,N,-1.5,1,2.8125,1.046820583,3.45454545,1.71067441,5,4,2,1.666666667,2,38.5,2,38.5,188681,1
NIKOTIN,nikotin,N,-0.7,1.418136492,3.238095238,1.374945886,4.333333333,1.5,7,7,3,0.833333333,0,0,0,0,147655.1667,3
NIVEAU,niveau,N,1.352941176,1.203085753,2.111111111,0.758395279,2.269230769,1.457606046,6,4,2,32.83333333,0,0,0,0,89461.2,2
NONNE,nonne,N,-0.45,1.05006265,2.277777778,0.894792487,6,1.2344268,5,4,2,12.5,4,166.17,2,164.5,115890,1
NOT,not,N,-2,0.666666667,3.944444444,0.802365783,3.777777778,1.201850425,3,3,1,41.66666667,7,203.17,2,198.5,25635,1
NOTAR,notar,N,-0.2,1.36111409,2.333333333,0.685994341,3.5,1.94569121,5,5,2,8.666666667,0,0,0,0,54881.75,2
NOTE,note,N,-0.4,1.0749677,2.833333333,0.923548145,4.888888889,1.615893286,4,4,2,46,8,52,1,46.5,106837.6667,1
NOTFALL,notfall,N,-1.7,0.948683298,4.529411765,0.717430054,4,1.224744871,7,6,2,3.666666667,0,0,0,0,63597.83333,1
NOTIZ,notiz,N,0.65,0.74515982,2.052631579,1.025978352,3.5,1.68325082,5,5,2,13.83333333,0,0,0,0,43661,2
NOTWEHR,notwehr,N,-1.1,1.370320319,3.777777778,1.060274967,3.666666667,1.224744871,7,6,2,4,0,0,0,0,78939.83333,1
NOVEMBER,november,N,-0.5,1.354006401,2.166666667,1.150447483,3.888888889,2.02758751,8,8,3,161.3333333,0,0,0,0,289858.8571,2
NUCKEL,nuckel,N,0.86,1.7,2.09,1.06,5.68,1.55,6,5,2,0,2,0,0,0,65920.8,1
NUDEL,nudel,N,1.55,0.88704121,1.578947368,0.692482609,5.63636364,1.59001212,5,5,2,0.666666667,4,10.17,3,10.17,281903.25,1
NUKLEAR,nuklear,A,-2.1,0.88,4,0.907485213,2.78,1.99,7,7,3,13.16666667,0,0,0,0,58235.16667,3
NUTZEN,nutzen,V,0.823529412,0.999108337,2.263157895,1.045737659,2.076923077,1.055389101,6,5,2,111.8333333,4,33,0,0,250268.6,1
OASE,oase,N,2.2,0.788810638,1.722222222,1.127493605,6.444444444,0.881917104,4,4,3,1.666666667,4,55.17,4,55.17,124803,2
OBHUT,obhut,N,0.65,1.56524758,2.105263158,1.048530021,1.90909091,1.01929438,5,5,2,5.666666667,0,0,0,0,22395,1
OBJEKT,objekt,N,0.35,0.58714295,2.263157895,0.991189256,2.09090909,1.54022543,6,6,2,42.5,0,0,0,0,19099,2
OBST,obst,N,1.4,0.516397779,2.111111111,1.022619985,6.555555556,0.527046277,4,4,1,11.33333333,0,0,0,0,83591,1
OCHSE,ochse,N,0.1,0.96790604,2.5,1.098126747,5.72727273,1.66709951,5,4,2,5,2,12,1,9.67,285983,1
OFEN,ofen,N,1,0.93,2.18,0.73,5.36,1.43,4,4,2,10.33,2,116,1,115.17,372909,1
OFFIZIER,offizier,N,-1.352941176,1.432995442,2.944444444,1.161754364,5.346153846,1.521638793,8,6,3,47.5,0,0,0,0,267984.7143,3
ÖFFNEN,öffnen,V,0.941176471,1.126570997,2.238095238,1.300183137,4.576923077,1.629062968,6,5,2,102.8333333,1,0.17,0,0,311394,1
OHNMACHT,ohnmacht,N,-1.6,0.843274043,3.444444444,1.096637761,4.555555556,1.509230856,8,6,2,10.66666667,0,0,0,0,155367.1429,1
OHRFEIGE,ohrfeige,N,-2,0.666666667,4.3125,0.602079729,6.222222222,0.971825316,8,6,3,3.5,0,0,0,0,182016,1
OMEN,omen,N,-0.2,0.788810638,3.333333333,1.283377896,1.666666667,0.707106781,4,4,2,0.833333333,3,129,3,129,397517,1
ONKEL,onkel,N,0.95,1.14593102,2.368421053,1.256561725,4.13636364,1.90976076,5,5,2,23.33333333,1,11.33,0,0,96172,1
OPER,oper,N,0.735294118,1.830860429,3.095238095,1.220850601,5.884615385,1.275207374,4,4,2,44.5,2,2209.33,1,2207,506048.3333,1
OPFER,opfer,N,-2.1,1.07115285,3.904761905,0.94365046,3.5,1.81920967,5,4,2,110.6666667,0,0,0,0,396463.25,1
OPFERN,opfern,V,-1.4,1.26,3.266666667,1.20153159,3.89,1.45,6,5,2,20.5,0,0,0,0,327347.4,1
OPIUM,opium,N,-1.1,1.197219,3,1.256561725,4,2.121320344,5,5,3,1,0,0,0,0,18694,1
OPPOSITION,opposition,N,-0.176470588,1.290303893,3.380952381,1.203170415,3.961538462,2.087692875,10,9,5,52,0,50,0,0,80122.77778,5
OPTIK,optik,N,0.55,0.99868334,2.315789474,1.204280863,2.18181818,1.46827932,5,5,2,6.166666667,0,0,0,0,40175,1
OPTIMAL,optimal,A,2.4,0.84,2.722222222,1.227410261,1.89,1.05,7,7,3,18.66666667,1,1,0,0,66438.16667,3
OPTIMIST,optimist,N,2.1,0.994428926,2.823529412,0.95100566,4,1.5,8,8,3,3.166666667,0,0,0,0,91098.57143,3
ORAKEL,orakel,N,0.7,0.823272602,2.80952381,0.872871561,4.222222222,1.394433378,6,6,3,2,0,0,0,0,87244.4,2
ORCHIDEE,orchidee,N,1.68,1.09,2.09,1.11,5.82,1.37,8,7,4,2.33,0,0,0,0,273028.2857,3
ORDEN,orden,N,0.35,1.46089374,2.444444444,0.983524408,4.27272727,1.75069559,5,5,2,15.16666667,3,6.33,0,0,542420.5,1
ORDNER,ordner,N,-0.23,1.38,2.05,1.05,5.32,1.59,6,6,2,2.17,1,23.83,1,23.83,374643,1
ORDNUNG,ordnung,N,0.9,0.737864787,2.894736842,1.048530021,3.888888889,1.452966315,7,6,2,123.6666667,0,0,0,0,137613.8333,1
ORGAN,organ,N,0,0.91766294,2.736842105,0.991189256,4.68181818,1.80966621,5,5,2,55,1,1.17,0,0,99752.25,2
ORGEL,orgel,N,0.95,1.43178211,2.476190476,1.327367606,5.63636364,1.465328,5,5,2,3.5,0,0,0,0,146965.25,1
ORGIE,orgie,N,0.3,1.33749351,4.222222222,0.732084498,5.555555556,1.236033081,5,5,3,3.333333333,0,0,0,0,110287.25,1
ORKAN,orkan,N,-1,1.29777137,4.2,0.951453182,5.22727273,1.63100373,5,5,2,1.166666667,1,55,1,55,102360.75,2
OSTEN,osten,N,0.5,1,2.428571429,1.121223821,2.77272727,1.87545088,5,5,2,88.16666667,3,1.83,0,0,385999,1
OSTEREI,osterei,N,1.6,0.699205899,2,0.766964989,6.444444444,0.527046277,7,6,3,0.666666667,0,0,0,0,476422.3333,1
OSTERN,ostern,N,1.05,1.23437604,2.111111111,0.758395279,5.04545455,1.73142586,6,6,2,14.83333333,0,0,0,0,409644.6,1
OZEAN,ozean,N,1.9,0.994428926,2.722222222,1.363626461,6.777777778,0.440958552,5,5,3,12.83333333,0,0,0,0,81003.75,1
PAAR,paar,N,1.764705882,1.016793043,1.944444444,1.055641551,6.269230769,0.77757018,4,3,1,168.1666667,2,87.17,0,0,43363,1
PADDEL,paddel,N,0.55,1.3,2.59,1.22,5.73,1.35,6,5,2,0.17,0,0,0,0,224182,1
PAKET,paket,N,1.05,0.94451324,2.722222222,1.074055292,5.18181818,1.40191582,5,5,2,13.33333333,0,0,0,0,45998,2
PAKT,pakt,N,-0.6,1.264911064,3.571428571,0.9258201,3.222222222,1.201850425,4,4,1,13,2,12.5,0,0,21306.33333,1
PALAST,palast,N,1.7,1.30182059,2.611111111,1.195033295,5.95454545,0.95005126,6,6,2,13,0,0,0,0,107952,2
PALME,palme,N,1.6,0.99472292,1.764705882,0.903424856,6.22727273,1.15188534,5,5,2,3.333333333,0,0,0,0,77646,1
PANDA,panda,N,1.45,1.14,2.64,1.26,5.82,1.22,5,5,2,0.33,0,0,0,0,169966.25,1
PANIK,panik,N,-1.8,1.28144655,4.578947368,0.692482609,3.77272727,1.82396267,5,5,2,7.333333333,0,0,0,0,99089.75,1
PANISCH,panisch,A,-2.1,0.74,4.222222222,0.808452083,4.78,1.09,7,5,2,2,1,1,0,0,253220.8333,1
